Nodes
0|Abraham Lincoln Capital-Springfield, IL|1495203
1|Akron-Canton Regional-Cleveland, OH (Metropolitan Area)|1087402
2|Albany International-Albany, NY|1025702
3|Albuquerque International Sunport-Albuquerque, NM|1014003
4|Alexandria International-Alexandria, LA|1018502
5|Appleton International-Appleton, WI|1040803
6|Arcata-Eureka/Arcata, CA|1015703
7|Asheville Regional-Asheville, NC|1043102
8|Asheville Regional-Asheville, NC|1043103
9|Aspen Pitkin County Sardy Field-Aspen, CO|1037203
10|Augusta Regional at Bush Field-Augusta, GA|1020803
11|Austin - Bergstrom International-Austin, TX|1042302
12|Austin Straubel International-Green Bay, WI|1197702
13|Baltimore/Washington International Thurgood Marshall-Washington, DC (Metropolitan Area)|1082103
14|Bangor International-Bangor, ME|1058102
15|Barkley Regional-Paducah, KY|1400602
16|Baton Rouge Metropolitan/Ryan Field-Baton Rouge, LA|1078102
17|Baton Rouge Metropolitan/Ryan Field-Baton Rouge, LA|1078103
18|Benjamin Taisacan Manglona International-Rota, TT|1458207
19|Bill and Hillary Clinton Nat Adams Field-Little Rock, AR|1299204
20|Billings Logan International-Billings, MT|1062002
21|Birmingham-Shuttlesworth International-Birmingham, AL|1059904
22|Bishop International-Flint, MI|1172102
23|Bishop International-Flint, MI|1172103
24|Bismarck Municipal-Bismarck/Mandan, ND|1062702
25|Blue Grass-Lexington, KY|1294503
26|Bob Hope-Los Angeles, CA (Metropolitan Area)|1080003
27|Boise Air Terminal-Boise, ID|1071302
28|Bozeman Yellowstone International-Bozeman, MT|1084903
29|Bradley International-Hartford, CT|1052904
30|Brownsville South Padre Island International-Brownsville, TX|1074702
31|Buffalo Niagara International-Buffalo, NY|1079204
32|Burlington International-Burlington, VT|1078502
33|Capital Region International-Lansing, MI|1288403
34|Casper/Natrona County International-Casper, WY|1112203
35|Central Wisconsin-Wausau/Mosinee/Stevens Point, WI|1120302
36|Charleston AFB/International-Charleston, SC|1099402
37|Charlotte Douglas International-Charlotte, NC|1105703
38|Charlottesville Albemarle-Charlottesville, VA|1099002
39|Cherry Capital-Traverse City, MI|1538003
40|Chicago O'Hare International-Chicago, IL|1393003
41|Chicago O'Hare International-Chicago, IL|1393004
42|Chippewa Valley Regional-Eau Claire, WI|1147103
43|Cincinnati/Northern Kentucky International-Cincinnati, OH|1119302
44|City of Colorado Springs Municipal-Colorado Springs, CO|1110902
45|Cleveland-Hopkins International-Cleveland, OH (Metropolitan Area)|1104203
46|Columbia Metropolitan-Columbia, SC|1086803
47|Corpus Christi International-Corpus Christi, TX|1114004
48|Corpus Christi International-Corpus Christi, TX|1114005
49|Cyril E King-Charlotte Amalie, VI|1502403
50|Dallas/Fort Worth International-Dallas/Fort Worth, TX|1129803
51|Dallas/Fort Worth International-Dallas/Fort Worth, TX|1129804
52|Dallas Love Field-Dallas/Fort Worth, TX|1125903
53|Dane County Regional-Truax Field-Madison, WI|1348502
54|Denver International-Denver, CO|1129202
55|Des Moines International-Des Moines, IA|1142303
56|Des Moines International-Des Moines, IA|1142304
57|Detroit Metro Wayne County-Detroit, MI|1143302
58|Devils Lake Regional-Devils Lake, ND|1144703
59|Dickinson - Theodore Roosevelt Regional-Dickinson, ND|1131502
60|Dodge City Regional-Dodge City, KS|1128302
61|DuBois Regional-DuBois, PA|1144102
62|Duluth International-Duluth, MN|1133703
63|Durango La Plata County-Durango, CO|1141303
64|Durango La Plata County-Durango, CO|1141304
65|Eagle County Regional-Eagle, CO|1150303
66|Easterwood Field-College Station/Bryan, TX|1104902
67|Eglin AFB Destin Fort Walton Beach-Valparaiso, FL|1562402
68|Elmira/Corning Regional-Elmira/Corning, NY|1153703
69|El Paso International-El Paso, TX|1154003
70|Eppley Airfield-Omaha, NE|1387102
71|Erie International/Tom Ridge Field-Erie, PA|1157704
72|Evansville Regional-Evansville, IN|1161204
73|Fairbanks International-Fairbanks, AK|1163002
74|Fayetteville Regional/Grannis Field-Fayetteville, NC|1164102
75|Fort Lauderdale-Hollywood International-Miami, FL (Metropolitan Area)|1169703
76|Fort Lauderdale-Hollywood International-Miami, FL (Metropolitan Area)|1169704
77|Fort Wayne International-Fort Wayne, IN|1182304
78|Francisco C. Ada Saipan International-Saipan, TT|1495503
79|Fresno Yosemite International-Fresno, CA|1163805
80|Friedman Memorial-Sun Valley/Hailey/Ketchum, ID|1504102
81|Gainesville Regional-Gainesville, FL|1195302
82|General Downing - Peoria International-Peoria, IL|1410803
83|General Mitchell International-Milwaukee, WI|1334205
84|George Bush Intercontinental/Houston-Houston, TX|1226603
